self_employed,income_annum,loan_amount,loan_term,cibil_score,assets,loan_status
Yes,360042,197695,10,723,244318,Rejected
No,598375,246280,10,690,1125972,Rejected
No,886714,146202,15,808,849399,Approved
Yes,631273,87222,10,681,488311,Rejected
No,914639,183222,10,767,1378314,Approved
No,982478,220688,10,672,1082025,Rejected
No,625955,205117,15,766,894602,Approved
No,658720,130431,20,702,1397066,Approved
Yes,570252,261450,15,725,712166,Rejected
No,920000,211202,15,707,1115455,Approved
No,1165404,173835,20,798,863297,Approved
Yes,681991,347769,10,727,720597,Rejected
No,388798,211563,10,713,848788,Rejected
Yes,931844,154504,15,751,1471749,Approved
No,582539,146703,10,664,749082,Rejected
No,395835,127494,15,733,1646628,Approved
Yes,946057,219336,10,730,839270,Approved
No,514917,174280,15,790,413000,Rejected
No,640670,195761,10,631,1089188,Rejected
Yes,889632,282858,15,610,185106,Rejected
Yes,1081500,223127,10,708,1542594,Approved
No,855860,220245,10,661,1319690,Rejected
Yes,497902,262970,10,709,969456,Rejected
Yes,537404,271293,15,677,1399677,Rejected
No,868236,209088,10,716,1363928,Approved
Yes,954589,255387,10,735,531504,Approved
Yes,877324,129990,15,746,903102,Approved
No,1116778,187465,20,699,1564918,Rejected
No,890394,257334,10,705,779935,Approved
No,586927,162555,20,757,1167782,Approved
Yes,996983,75941,15,692,879106,Rejected
Yes,956719,135952,10,725,1106020,Approved
Yes,590266,229579,10,699,1140716,Rejected
No,791639,170158,15,735,1147395,Approved
No,586193,208682,10,693,991893,Rejected
Yes,884716,219548,10,761,585678,Approved
No,784941,351274,10,728,902090,Rejected
No,499581,222303,20,733,1036371,Rejected
Yes,549439,232525,15,662,1319914,Rejected
No,1007200,234508,10,732,1103036,Approved
No,744116,129263,15,681,964067,Rejected
Yes,791220,237266,10,705,1043831,Approved
No,886071,177787,15,770,790734,Approved
Yes,1047669,209924,10,670,606832,Rejected
No,748392,222693,10,829,946494,Approved
No,633653,253611,15,674,1188529,Rejected
Yes,691777,139124,10,788,136393,Rejected
No,795215,305693,10,773,623020,Rejected
No,717960,235144,15,697,1656539,Rejected
Yes,445163,170528,10,687,1199889,Rejected
Yes,595951,201290,15,730,1447298,Rejected
No,821808,116105,10,756,927466,Approved
No,858368,90005,15,738,1411386,Approved
No,996896,126586,10,822,2232830,Approved
No,819177,46491,10,714,415956,Approved
No,622569,317797,10,585,911538,Rejected
No,760731,253327,15,726,1170953,Approved
No,901561,122086,15,752,579974,Approved
No,1075586,215632,10,745,1189745,Approved
No,1187893,147053,20,760,1292515,Approved
Yes,597572,241474,15,668,1160190,Rejected
No,802607,265933,10,687,1096189,Rejected
No,999728,160367,15,768,634805,Approved
No,730962,239370,15,770,868219,Approved
No,1219476,249554,20,668,1147542,Rejected
No,867870,232580,10,768,1185303,Approved
No,173135,165799,20,689,560395,Rejected
No,581524,230801,10,750,1436853,Rejected
No,598174,141677,15,759,1029948,Approved
No,463304,201379,10,707,1048781,Rejected
No,864737,196892,10,729,694013,Approved
Yes,1078471,245844,10,808,970694,Approved
Yes,640017,250456,10,751,801483,Rejected
Yes,565694,228753,10,734,681460,Rejected
No,642459,160822,20,718,796167,Approved
No,634851,132879,15,747,1120435,Approved
No,543292,238197,10,687,1185175,Rejected
No,227765,169082,20,742,960146,Rejected
Yes,610708,108505,15,747,1033856,Approved
No,457081,180626,20,747,1224075,Rejected
No,760782,149502,15,766,881879,Approved
No,1221831,243871,15,694,672985,Rejected
No,603149,270909,15,704,1504736,Rejected
No,1151406,179316,10,692,1007658,Rejected
No,706395,127451,15,684,804920,Rejected
No,694012,303089,20,812,1764095,Rejected
No,627245,216749,20,654,847149,Rejected
Yes,1154285,164695,15,692,-172995,Rejected
No,833833,140812,15,737,1082907,Approved
Yes,449413,228452,20,713,952395,Rejected
Yes,533836,247020,10,681,706298,Rejected
Yes,782771,159126,10,739,1062557,Approved
Yes,763616,32332,15,707,1964779,Approved
No,737292,193586,10,687,770838,Rejected
No,704142,120297,10,765,966203,Approved
No,1239853,247868,10,714,1138471,Approved
No,759617,235900,10,755,1193726,Approved
Yes,713998,201643,20,638,1149205,Rejected
No,568347,128718,15,637,835348,Rejected
No,787932,123664,20,698,850978,Rejected
No,999767,334743,10,770,667396,Rejected
Yes,939966,312139,15,727,615059,Rejected
No,553802,330607,10,721,1129110,Rejected
No,1060228,262772,20,719,1755167,Approved
Yes,882414,283573,20,728,455300,Rejected
No,1044294,424177,10,618,116813,Rejected
Yes,747706,188516,20,726,1363020,Approved
No,1100334,270626,15,933,1204097,Approved
No,880598,149083,10,702,1339840,Approved
No,108815,132906,20,706,1164124,Rejected
No,1013465,123324,15,831,565538,Approved
No,555470,228055,15,731,428235,Rejected
No,407469,32245,20,687,1051042,Rejected
Yes,765610,234360,10,711,483800,Approved
Yes,708915,238931,20,629,737615,Rejected
Yes,864821,294697,15,808,1275281,Rejected
No,1200305,223626,10,831,855459,Approved
No,847106,218661,15,796,826550,Approved
No,961339,169518,15,679,1231067,Rejected
No,1028356,47176,15,745,960135,Approved
No,762200,255756,10,734,903600,Rejected
Yes,914935,238511,20,721,703417,Approved
No,1003726,219201,20,745,1499952,Approved
No,809148,150562,10,636,1238629,Rejected
Yes,898372,203470,10,766,1226893,Approved
No,836230,281203,15,631,1131086,Rejected
No,945516,291609,10,699,981532,Rejected
No,951404,245859,10,741,949760,Approved
No,806260,228021,10,772,919366,Approved
No,475962,268120,10,672,1199593,Rejected
Yes,-4642,190757,10,700,662014,Rejected
No,857928,230007,15,725,1343419,Approved
Yes,950554,222737,15,706,1007808,Approved
No,700950,92230,20,722,1179664,Approved
No,815605,256427,10,642,1875858,Rejected
Yes,977643,265606,10,673,495034,Rejected
No,735370,327516,15,796,1084534,Rejected
Yes,620928,226658,10,749,1366637,Rejected
Yes,734033,213871,15,709,1127183,Approved
Yes,866237,213902,10,731,726995,Approved
No,699469,158549,15,676,1012844,Rejected
Yes,543986,215491,10,675,1104152,Rejected
No,337742,333795,15,729,651756,Rejected
No,605881,107416,15,728,1106128,Approved
No,663035,222258,15,683,827577,Rejected
No,176308,201204,10,643,1304257,Rejected
Yes,734997,150891,15,747,1824725,Approved
Yes,449037,268107,15,723,1668045,Rejected
Yes,381286,271561,10,728,1700970,Rejected
Yes,426610,217472,15,707,472937,Rejected
Yes,892035,221204,15,624,1381044,Rejected
No,522247,141805,10,747,647918,Approved
No,892836,244915,15,732,414728,Rejected
No,606493,34304,10,730,916925,Approved
No,761238,326343,15,758,968976,Rejected
No,450800,190168,10,688,1322349,Rejected
No,520606,208226,10,786,1641357,Rejected
Yes,506095,219548,20,708,400696,Rejected
No,1000862,259017,10,668,917832,Rejected
No,647979,162675,10,721,1254863,Approved
No,514014,282237,20,740,1313590,Rejected
No,885745,227455,20,654,363456,Rejected
No,931993,267366,10,693,514906,Rejected
No,833002,157602,15,782,164981,Rejected
No,798485,236387,20,669,959639,Rejected
Yes,868147,222158,15,725,1099215,Approved
Yes,802524,126686,10,756,465159,Approved
No,786223,216521,10,724,1204151,Approved
No,726146,138141,10,751,126635,Rejected
No,741134,153904,10,672,968934,Rejected
No,639129,114306,15,724,983653,Approved
No,346468,314413,15,676,643325,Rejected
No,798878,209726,15,761,1522293,Approved
No,707472,299233,15,673,1037592,Rejected
No,502728,95805,10,752,643641,Approved
Yes,856513,103074,10,670,749776,Rejected
Yes,907379,159669,10,641,1389904,Rejected
No,568590,181168,20,698,1565501,Rejected
No,673005,235190,15,736,1097172,Rejected
No,933593,343106,15,725,1526650,Rejected
Yes,528015,187959,20,696,1271861,Rejected
No,628000,237368,20,648,1063730,Rejected
No,702331,184493,15,703,533626,Approved
No,431652,365997,10,748,1387596,Rejected
No,848765,204215,10,713,1146174,Approved
No,773717,78840,15,781,1062407,Approved
No,784704,171180,20,703,1343582,Approved
No,668241,339222,10,671,1537858,Rejected
No,652553,255973,20,647,996231,Rejected
No,955546,326908,10,737,723532,Rejected
Yes,733443,284427,15,809,1321211,Rejected
Yes,814681,139960,20,661,352913,Rejected
No,729002,364152,20,797,966758,Rejected
No,608828,289910,10,731,1290184,Rejected
No,537312,106547,20,806,1410552,Approved
Yes,442130,101339,10,721,584337,Approved
No,965386,192983,15,703,1008324,Approved
Yes,552591,179458,15,724,1444025,Approved
No,1105133,224904,20,758,623399,Approved
No,578713,112978,15,715,646301,Approved
No,917868,174422,10,724,959161,Approved
No,883414,45028,20,768,870900,Approved
No,625611,109418,10,740,917340,Approved
No,1013058,149560,10,709,1441058,Approved
No,1038840,263543,15,740,1553474,Approved
No,672064,132438,15,677,1043459,Rejected
No,406805,225997,15,667,1043923,Rejected
No,697292,235323,15,752,1244938,Rejected
No,1119419,125053,10,713,1083487,Approved
No,671476,214998,10,733,650784,Approved
Yes,562080,221909,20,785,1343034,Rejected
No,720228,214532,10,678,560202,Rejected
Yes,1005921,191293,20,719,1029590,Approved
No,849728,250841,20,668,879964,Rejected
No,1146942,189727,15,679,974735,Rejected
No,794333,240614,10,708,717069,Approved
Yes,723858,285928,20,673,853033,Rejected
Yes,1033771,186022,15,743,1511011,Approved
No,736216,231801,15,784,275143,Rejected
Yes,554197,173756,10,727,1028922,Approved
Yes,786813,181171,10,668,623761,Rejected
No,581377,207455,10,692,783092,Rejected
No,786687,267239,20,682,1276385,Rejected
No,885632,211168,10,647,-3169,Rejected
No,631989,315661,20,773,979097,Rejected
No,659096,175666,10,694,418445,Rejected
No,896743,270657,20,725,1039858,Approved
Yes,722195,332138,20,665,199144,Rejected
No,532068,200918,15,692,1025833,Rejected
Yes,674365,253961,15,746,1206893,Rejected
Yes,863365,81963,15,820,1321485,Approved
Yes,759282,212694,10,720,809133,Approved
No,588002,184702,10,804,844069,Approved
No,802692,249243,10,737,686747,Approved
No,1000021,214713,10,690,49700,Rejected
No,737695,60910,10,744,10534,Rejected
No,642234,295115,15,736,828623,Rejected
No,914845,262283,20,798,782121,Approved
No,222023,290523,10,674,1243168,Rejected
No,959766,268988,15,699,925335,Rejected
No,986875,256375,20,719,835833,Approved
Yes,466676,322492,20,685,1098778,Rejected
No,967521,265422,10,677,1110396,Rejected
Yes,638123,129570,15,672,1084465,Rejected
Yes,605929,158846,20,712,1179770,Approved
No,1002988,250593,20,711,964249,Approved
Yes,909620,357477,10,673,1065811,Rejected
Yes,1168371,336937,20,617,1146044,Rejected
No,1094741,323602,15,767,1120638,Approved
No,580333,159121,10,750,730504,Approved
No,851173,103187,20,797,1519565,Approved
No,1368170,223237,20,685,497677,Rejected
Yes,450345,142378,10,705,1471337,Approved
No,788764,233581,20,786,929303,Approved
Yes,874281,308237,20,784,923414,Rejected
No,678084,290235,15,752,1182454,Rejected
No,1011522,233384,15,754,978148,Approved
No,903651,196474,15,774,717025,Approved
No,723803,327670,20,756,765109,Rejected
No,906067,162604,15,637,63873,Rejected
Yes,820345,133854,15,811,1068556,Approved
No,694761,213778,10,718,1836140,Approved
No,1173392,161734,20,733,1677814,Approved
No,759041,376161,15,766,760296,Rejected
No,788700,158184,20,786,260885,Rejected
No,778484,93488,15,749,854944,Approved
Yes,945886,188678,10,673,1289298,Rejected
No,896187,171574,15,716,1090734,Approved
Yes,610031,153521,15,608,901763,Rejected
Yes,745445,239110,10,756,537273,Approved
No,629096,219846,20,702,987864,Rejected
Yes,634551,79550,20,785,835738,Approved
No,921584,155994,10,671,1341373,Rejected
No,889731,252960,15,729,1186125,Approved
No,1110990,131546,20,700,484782,Approved
No,985243,205522,15,686,-3440,Rejected
No,858152,292442,15,661,875840,Rejected
Yes,809148,383443,10,712,1624959,Rejected
No,483754,200284,15,707,794572,Rejected
No,897356,102850,10,755,885446,Approved
Yes,710137,75393,20,670,1390872,Rejected
No,799825,191889,15,670,1406689,Rejected
No,1004253,173204,20,664,1443128,Rejected
No,602561,243340,15,702,415143,Rejected
No,718112,229967,20,690,731615,Rejected
Yes,929913,237347,20,702,554675,Approved
No,830597,275141,15,685,1148493,Rejected
No,546883,227841,10,784,1143679,Rejected
Yes,796750,236276,15,785,1035162,Approved
No,969204,23516,10,782,839888,Approved
No,1010318,94847,15,687,1626881,Rejected
No,1099550,123413,10,733,986600,Approved
No,715166,124692,10,704,354548,Approved
No,703227,211568,15,775,963034,Approved
No,700892,288560,15,776,361483,Rejected
No,681434,90026,15,685,1778736,Rejected
No,676129,231016,10,666,647871,Rejected
Yes,791350,165452,20,752,975237,Approved
No,676535,287980,20,628,836803,Rejected
No,421228,227641,10,721,1025808,Rejected
Yes,912169,123630,10,754,909474,Approved
No,1118975,250822,10,733,1238782,Approved
Yes,589424,197952,10,728,456286,Rejected
No,740783,96769,20,678,809547,Rejected
No,963314,235654,10,705,540233,Approved
No,767551,233692,15,727,1560719,Approved
No,1174551,287291,15,735,1015195,Approved
No,657555,217996,15,626,1054012,Rejected
Yes,885828,-30757,10,669,1038707,Rejected
No,398096,155786,10,692,1002216,Rejected
Yes,568875,151713,15,716,1470397,Approved
Yes,378582,223399,20,703,378425,Rejected
Yes,739105,252837,10,727,1413962,Rejected
No,826087,134617,20,603,1729164,Rejected
No,860929,260868,10,779,489995,Rejected
Yes,616900,136060,10,703,1054622,Approved
No,684479,253479,10,707,1128013,Rejected
No,500803,213381,10,688,975776,Rejected
No,776389,282135,10,758,791786,Rejected
No,983629,178077,20,709,1093988,Approved
No,671938,176572,10,715,1002202,Approved
Yes,967779,294493,20,675,988443,Rejected
Yes,753639,329106,15,715,891826,Rejected
No,799335,258615,10,745,1083139,Approved
No,707583,211692,15,762,1611374,Approved
No,540319,167958,15,716,722596,Approved
No,740895,136018,10,812,1797148,Approved
Yes,728245,184027,10,704,655330,Approved
No,477607,300067,10,757,1398815,Rejected
No,509872,175528,10,806,779014,Rejected
No,697543,192197,15,763,1170328,Approved
No,862509,206572,20,731,1078357,Approved
No,927103,354423,10,696,1387811,Rejected
Yes,818612,160760,20,749,1506408,Approved
No,873852,179534,10,791,875391,Approved
No,505955,165322,20,692,488172,Rejected
No,627611,281189,10,708,513406,Rejected
Yes,821187,282651,15,788,418431,Rejected
Yes,590987,165696,10,749,999966,Approved
No,988453,142433,15,776,703309,Approved
No,658891,228676,10,757,994010,Rejected
No,951082,334808,20,817,895511,Rejected
No,1003313,291078,10,746,1310202,Approved
No,860664,123813,15,794,1458837,Approved
Yes,759490,131202,20,763,769124,Approved
Yes,581023,210347,10,690,1335045,Rejected
No,811908,223561,10,664,1089030,Rejected
No,841464,126266,15,634,689992,Rejected
No,672775,233886,10,745,1097573,Rejected
No,480335,134906,15,716,365722,Approved
No,596472,216611,15,704,1487009,Rejected
No,1060579,234214,15,690,803551,Rejected
No,726190,243118,15,672,1677311,Rejected
No,858628,154186,15,731,1272986,Approved
No,995778,190418,20,703,1395147,Approved
No,877127,201411,20,795,1239941,Approved
No,744084,226994,20,787,1200497,Approved
Yes,556116,246492,15,747,1165165,Rejected
No,1032262,218260,10,693,935752,Rejected
Yes,460358,28183,20,714,677292,Approved
No,505804,92377,10,682,899188,Rejected
No,881994,170446,20,695,1215275,Rejected
No,956592,137811,10,769,617805,Approved
No,812097,128851,10,703,1447315,Approved
Yes,484652,297904,10,757,439105,Rejected
No,799168,237724,15,612,807009,Rejected
No,672054,199045,15,670,974136,Rejected
No,1016109,190136,10,903,823123,Approved
No,907458,269681,10,721,1743880,Approved
Yes,1019948,162485,10,724,1139742,Approved
No,877761,171087,15,717,932150,Approved
Yes,1263590,82768,15,757,665504,Approved
No,729214,141970,15,678,782508,Rejected
No,419520,224887,15,776,676482,Rejected
Yes,869488,187790,10,682,1641630,Rejected
No,780520,231792,10,751,862133,Approved
No,978717,75268,10,739,1074410,Approved
No,697138,118305,15,830,1470928,Approved
No,1040154,187760,15,784,650026,Approved
No,607799,248294,15,706,1006562,Rejected
No,1000780,58059,10,660,832356,Rejected
Yes,521073,118917,20,760,1202987,Approved
No,829414,54316,20,727,553947,Approved
No,833828,265117,10,710,265347,Rejected
No,724828,125230,20,719,1274934,Approved
Yes,690258,253116,10,725,1018840,Rejected
Yes,932545,189990,10,717,680524,Approved
No,772039,257477,10,747,190994,Rejected
No,804017,142206,10,641,1145672,Rejected
No,480545,133230,10,728,1304744,Approved
Yes,642510,224257,10,705,1598842,Rejected
No,1008982,120181,10,802,520693,Approved
No,847989,190825,20,638,970238,Rejected
Yes,869189,184596,20,695,1614349,Rejected
No,848903,256211,20,771,1820147,Approved
No,927475,221386,10,744,948162,Approved
No,1025641,202181,10,752,1208650,Approved
No,735597,221280,10,697,570886,Rejected
No,435856,296105,10,596,881905,Rejected
Yes,412806,251376,15,809,1111925,Rejected
No,176838,129633,15,740,926638,Rejected
No,837244,186066,15,821,461298,Approved
No,736378,153194,10,660,669591,Rejected
No,704507,317865,10,654,1770995,Rejected
No,882769,123037,20,758,1368323,Approved
Yes,804673,67443,15,796,1266315,Approved
Yes,675406,276081,15,766,613881,Rejected
Yes,970186,180774,15,764,1541934,Approved
Yes,914502,116899,15,619,2085026,Rejected
No,784034,143479,10,743,1354500,Approved
No,639344,206536,15,726,1092799,Approved
No,592566,237432,20,663,2281683,Rejected
Yes,576155,115226,15,669,36952,Rejected
Yes,960957,124594,15,796,1536088,Approved
Yes,872094,187742,10,617,1574502,Rejected
Yes,802128,112521,15,699,823142,Rejected
No,745419,213756,20,698,228361,Rejected
No,556036,81715,15,637,1148651,Rejected
No,905080,247648,10,820,1180175,Approved
No,681564,148396,20,706,1330695,Approved
No,873464,242465,15,708,689174,Approved
No,799530,239661,10,784,1342128,Approved
No,960358,55574,15,778,552688,Approved
No,840856,82494,15,696,1047248,Rejected
Yes,678149,134101,15,796,333540,Approved
No,545577,231253,15,744,1211852,Rejected
Yes,574280,163899,15,689,1316017,Rejected
No,906947,202485,10,697,862290,Rejected
Yes,728571,129637,20,811,1112364,Approved
No,701658,95624,10,769,1494196,Approved
