Scheme_Name,Interest_Rate,Loan_Term_Years,Min_Income,Max_Income,Min_CIBIL,Max_CIBIL,Min_Loan_Amount,Max_Loan_Amount,Bank_Name,Loan_Type
Kotak Mahindra Home Loan,8.186245437484,15,97922.0,151954.0,819.0,851.0,765076.0,3263963.0,HDFC Bank,Home
Kotak Mahindra Home Loan,8.626998490796339,16,54033.0,111844.0,835.0,885.0,1438974.0,3503290.0,HDFC Bank,Home
Kotak Mahindra Home Loan,10.73245702559012,22,65213.0,174130.0,815.0,868.0,1558354.0,3103514.0,ICICI Bank,Home
Baroda Top Up Loan,10.248164495236074,17,81993.0,113418.0,760.0,887.0,1833753.0,4181469.0,State Bank of India,Home
Baroda Home Loan,11.24611705247089,9,32938.0,134854.0,716.0,899.0,1165664.0,3259703.0,HDFC Bank,Home
Kotak Mahindra Home Loan,10.288064461501717,26,96695.0,188644.0,733.0,870.0,1806165.0,2869277.0,Bank of Baroda,Home
ICICI Insta Home Loan,9.841543016677358,16,22274.0,175955.0,719.0,860.0,1491159.0,3676550.0,State Bank of India,Home
SBI FlexiPay Home Loan,7.468373839140463,6,51815.0,188075.0,742.0,890.0,2316797.0,4062795.0,Punjab National Bank,Home
Axis Bank Home Loan,8.838579015297167,9,96018.0,143950.0,709.0,852.0,889585.0,3881880.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,8.326011838408627,11,38961.0,165227.0,793.0,883.0,907623.0,4421086.0,HDFC Bank,Home
ICICI Home Loan,8.219948216895418,28,40044.0,112835.0,814.0,867.0,963735.0,3592355.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,11.865052773762228,16,41975.0,117533.0,826.0,864.0,1551097.0,3700143.0,ICICI Bank,Home
ICICI Insta Home Loan,8.965488623333801,20,34706.0,195051.0,809.0,874.0,1413063.0,4486522.0,Bank of Baroda,Home
Axis Bank Home Loan,11.460232775885567,27,25974.0,187858.0,806.0,899.0,584622.0,3551823.0,Kotak Mahindra Bank,Home
ICICI Home Loan,10.155693129986314,12,96464.0,110223.0,804.0,864.0,1007922.0,3730016.0,Punjab National Bank,Home
Baroda Top Up Loan,10.974056517708242,13,41213.0,110273.0,770.0,879.0,617257.0,3155300.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,9.513185465525961,19,21950.0,133519.0,783.0,866.0,1138935.0,3130572.0,HDFC Bank,Home
Baroda Home Loan,9.884519423131795,9,30411.0,124160.0,702.0,867.0,1680431.0,4995954.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,9.46258846909432,17,66156.0,174385.0,745.0,880.0,542666.0,3866948.0,Axis Bank,Home
Axis Asha Home Loan,7.976214938990222,9,82744.0,191192.0,725.0,899.0,1696446.0,3818660.0,ICICI Bank,Home
Baroda Top Up Loan,10.612260576307527,15,37771.0,148988.0,837.0,892.0,2278027.0,2780750.0,HDFC Bank,Home
SBI FlexiPay Home Loan,8.40386181220428,14,89810.0,110348.0,707.0,867.0,1362735.0,2802891.0,State Bank of India,Home
SBI Regular Home Loan,7.121579832157269,24,55053.0,183460.0,754.0,884.0,1811823.0,4006519.0,ICICI Bank,Home
ICICI Home Loan,10.227361479535839,17,72076.0,167519.0,790.0,862.0,1471547.0,4238218.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.8855533970352445,13,27045.0,190426.0,837.0,863.0,1619421.0,3344192.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,11.70229292176457,25,77623.0,114629.0,813.0,885.0,1189299.0,4299967.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,11.769642885012937,18,49714.0,149056.0,778.0,867.0,1476546.0,4806327.0,ICICI Bank,Home
HDFC Home Loan,11.574321951102242,22,54386.0,111273.0,800.0,854.0,1884890.0,4565058.0,State Bank of India,Home
HDFC Reach Home Loans,8.850793501277222,19,28562.0,197275.0,785.0,863.0,1260072.0,2647558.0,State Bank of India,Home
Kotak Mahindra Home Loan,7.077283082644337,14,75048.0,140416.0,744.0,874.0,2347143.0,2576085.0,Punjab National Bank,Home
HDFC Reach Home Loans,11.641592812938626,28,32026.0,107894.0,749.0,893.0,881577.0,3814428.0,HDFC Bank,Home
Baroda Home Loan,9.140920741586571,11,51589.0,146073.0,763.0,888.0,693020.0,2528788.0,Axis Bank,Home
SBI Regular Home Loan,11.833274095218348,12,46844.0,145693.0,794.0,861.0,2170444.0,2501495.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,11.818099885446264,7,43447.0,151466.0,701.0,889.0,1897201.0,3250330.0,HDFC Bank,Home
Baroda Home Loan,11.265047277336802,19,97502.0,124343.0,794.0,877.0,690828.0,3977952.0,Axis Bank,Home
Axis Asha Home Loan,8.472244460347929,20,74708.0,143095.0,761.0,884.0,1016076.0,3134290.0,ICICI Bank,Home
SBI Regular Home Loan,8.925488643009626,8,83925.0,131174.0,841.0,850.0,1529518.0,3687185.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,11.255683357584285,25,90825.0,150801.0,773.0,852.0,2112268.0,4763777.0,Axis Bank,Home
Baroda Top Up Loan,8.584610025781387,10,71574.0,172436.0,799.0,892.0,2337597.0,3177563.0,Axis Bank,Home
SBI FlexiPay Home Loan,7.847463733430462,5,38812.0,169336.0,810.0,899.0,1755215.0,3411546.0,State Bank of India,Home
ICICI Insta Home Loan,9.784006312291751,8,75309.0,142926.0,803.0,856.0,1033983.0,4520112.0,State Bank of India,Home
Kotak Mahindra Home Loan,11.680773870803904,15,84230.0,172590.0,714.0,858.0,712135.0,2865250.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,10.480148983374864,16,61628.0,138827.0,713.0,885.0,1292154.0,4546827.0,Bank of Baroda,Home
PNB Pride Housing Loan,9.850305850446825,9,60581.0,144775.0,726.0,872.0,742778.0,4634811.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,7.485882468853843,27,66628.0,141201.0,784.0,873.0,2122738.0,4923339.0,Bank of Baroda,Home
HDFC Home Loan,10.07503613349585,25,45105.0,129373.0,708.0,859.0,894057.0,3225085.0,ICICI Bank,Home
Baroda Home Loan,11.950269250521316,20,99830.0,127525.0,719.0,899.0,1174091.0,3201151.0,Axis Bank,Home
SBI FlexiPay Home Loan,7.7004200761826205,17,89157.0,172651.0,778.0,897.0,887245.0,4161717.0,State Bank of India,Home
ICICI Home Loan,9.591648261818683,17,52442.0,196643.0,756.0,861.0,2073509.0,2751897.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,11.386865359639778,21,22347.0,130486.0,843.0,868.0,2104980.0,3808709.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,10.703843088771022,11,67650.0,178604.0,799.0,881.0,1065271.0,2625409.0,ICICI Bank,Home
Baroda Top Up Loan,10.48507870497634,12,37110.0,118640.0,774.0,873.0,1535464.0,2565258.0,Punjab National Bank,Home
Kotak Delight Home Loans,10.512420419935546,17,82170.0,197694.0,835.0,871.0,529402.0,3407374.0,Axis Bank,Home
Baroda Home Loan,8.797455756098776,27,24923.0,161455.0,766.0,852.0,2384166.0,2977049.0,Bank of Baroda,Home
Axis Asha Home Loan,8.467959221322467,20,71801.0,136136.0,718.0,889.0,990501.0,4149049.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,11.046805777392567,8,82771.0,162425.0,804.0,876.0,798613.0,3922901.0,Bank of Baroda,Home
PNB Pride Housing Loan,11.050566973395904,12,68135.0,156539.0,710.0,868.0,2395584.0,4202284.0,State Bank of India,Home
HDFC Reach Home Loans,11.335361592900519,20,39199.0,181664.0,750.0,858.0,1824628.0,3090974.0,State Bank of India,Home
Baroda Top Up Loan,11.566202762782357,25,29066.0,124942.0,825.0,898.0,560269.0,3759485.0,Bank of Baroda,Home
Baroda Home Loan,9.556711994304688,14,72136.0,168363.0,779.0,862.0,1066519.0,2659506.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,9.507581473435998,29,56575.0,158596.0,753.0,851.0,1331653.0,3044808.0,HDFC Bank,Home
Axis Asha Home Loan,10.991475894833876,16,66733.0,181526.0,716.0,885.0,2478795.0,3867601.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,10.249819653888826,16,36991.0,135255.0,723.0,878.0,1542576.0,4887842.0,State Bank of India,Home
SBI FlexiPay Home Loan,10.509834386288517,9,42553.0,162129.0,844.0,860.0,2111262.0,2776126.0,Bank of Baroda,Home
HDFC Reach Home Loans,10.978963347180505,20,20634.0,185523.0,747.0,883.0,2135236.0,4546350.0,Punjab National Bank,Home
Baroda Home Loan,11.450026709087831,5,32771.0,162286.0,783.0,853.0,2370332.0,3505749.0,Punjab National Bank,Home
Baroda Top Up Loan,8.68997578425768,13,38298.0,186437.0,706.0,853.0,1174698.0,4092500.0,Kotak Mahindra Bank,Home
ICICI Home Loan,8.877914763199719,16,99876.0,116277.0,841.0,850.0,2211323.0,4826444.0,Axis Bank,Home
SBI FlexiPay Home Loan,7.469909699204345,9,55999.0,101643.0,710.0,874.0,2030500.0,2757701.0,HDFC Bank,Home
SBI Regular Home Loan,9.891400704980871,26,91887.0,123729.0,711.0,875.0,1705823.0,3213447.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,7.17971136898371,24,79648.0,186623.0,809.0,860.0,1579371.0,3847426.0,ICICI Bank,Home
Baroda Home Loan,9.3279900906623,26,82668.0,121818.0,832.0,872.0,2049954.0,3141487.0,Kotak Mahindra Bank,Home
Baroda Home Loan,9.713223173537884,28,89374.0,165555.0,832.0,851.0,2462807.0,3910097.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,8.432706260641423,7,87509.0,198979.0,827.0,868.0,2053726.0,4727600.0,Kotak Mahindra Bank,Home
ICICI Insta Home Loan,9.954166302845053,9,95783.0,153629.0,847.0,878.0,1941640.0,4134601.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,7.152501249695247,6,64440.0,155438.0,753.0,889.0,1017157.0,3780144.0,Bank of Baroda,Home
Kotak Delight Home Loans,7.186740943746072,18,51655.0,109457.0,754.0,853.0,2241365.0,4113839.0,Punjab National Bank,Home
Axis Asha Home Loan,11.113002803298292,6,63039.0,159629.0,778.0,865.0,825249.0,3032586.0,Bank of Baroda,Home
HDFC Home Loan,8.800953207056315,17,75255.0,133922.0,789.0,896.0,2338809.0,3219782.0,State Bank of India,Home
PNB Pride Housing Loan,7.635302563259424,11,92219.0,109820.0,796.0,886.0,1275681.0,4403401.0,HDFC Bank,Home
SBI Regular Home Loan,9.611216300274021,14,74989.0,132750.0,826.0,876.0,1687061.0,3552925.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,10.849967765493055,17,31244.0,137790.0,729.0,854.0,746923.0,3935608.0,Bank of Baroda,Home
Baroda Top Up Loan,8.079105137484216,20,78595.0,188405.0,723.0,864.0,1396807.0,3375131.0,Axis Bank,Home
Baroda Top Up Loan,10.114452379095,18,59551.0,134421.0,830.0,872.0,1041953.0,3183037.0,ICICI Bank,Home
Baroda Top Up Loan,7.42673732496884,15,83230.0,168038.0,821.0,898.0,969608.0,4169304.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,7.258408605843038,14,48371.0,182201.0,799.0,852.0,1383068.0,2759360.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,9.656773157840739,10,89358.0,162325.0,770.0,867.0,2444399.0,4416262.0,Kotak Mahindra Bank,Home
HDFC Home Loan,9.703175608050532,8,48878.0,125600.0,849.0,892.0,1556763.0,4153209.0,Bank of Baroda,Home
Baroda Home Loan,10.187149507491032,25,56157.0,129394.0,713.0,875.0,1089277.0,4741496.0,ICICI Bank,Home
Axis Bank Home Loan,10.630456668613308,5,25914.0,179622.0,747.0,855.0,1050072.0,3691476.0,Axis Bank,Home
Baroda Home Loan,11.879260397312674,11,47180.0,136171.0,728.0,893.0,2384462.0,3949648.0,ICICI Bank,Home
HDFC Home Loan,9.581501741505976,28,23688.0,199539.0,749.0,866.0,2217741.0,3539492.0,ICICI Bank,Home
Kotak Mahindra Home Loan,8.61478236470623,13,98616.0,161526.0,837.0,895.0,1328147.0,3325845.0,Punjab National Bank,Home
Axis Bank Home Loan,10.975930973843518,12,29916.0,113149.0,726.0,887.0,1339843.0,2556822.0,State Bank of India,Home
Baroda Top Up Loan,8.354161256310372,9,76363.0,130394.0,778.0,891.0,1669027.0,3473900.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,9.19485710352818,23,47360.0,114396.0,795.0,897.0,1590762.0,3201894.0,Kotak Mahindra Bank,Home
HDFC Home Loan,7.39228190671133,14,57805.0,123324.0,836.0,899.0,1802516.0,4532494.0,State Bank of India,Home
ICICI Home Loan,7.126753717077287,15,33453.0,147198.0,770.0,876.0,1359543.0,2969456.0,ICICI Bank,Home
ICICI Insta Home Loan,11.813242073389626,29,42703.0,182705.0,779.0,869.0,1918449.0,4590074.0,State Bank of India,Home
Kotak Mahindra Home Loan,11.17990060256103,19,79021.0,191779.0,780.0,855.0,1259642.0,2548068.0,HDFC Bank,Home
Kotak Mahindra Home Loan,10.479871030468491,10,94176.0,131016.0,786.0,884.0,2054532.0,3910345.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,9.04476472207135,19,27410.0,103194.0,707.0,861.0,528093.0,4945591.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,7.866471600354229,9,68268.0,132398.0,701.0,897.0,574625.0,3170406.0,Punjab National Bank,Home
HDFC Reach Home Loans,7.78218521335543,23,54248.0,104789.0,822.0,852.0,1774638.0,4461077.0,HDFC Bank,Home
Kotak Mahindra Home Loan,8.251214490822976,26,51159.0,185695.0,820.0,897.0,2095338.0,3049558.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,9.746133323530602,23,62039.0,164967.0,795.0,853.0,770298.0,3624918.0,Punjab National Bank,Home
ICICI Home Loan,10.572979613500312,14,67800.0,161134.0,792.0,894.0,2226000.0,4834990.0,HDFC Bank,Home
Baroda Top Up Loan,10.300986883588656,16,60761.0,170886.0,702.0,853.0,2325135.0,4979620.0,State Bank of India,Home
PNB Pride Housing Loan,8.399669484729714,26,63663.0,198837.0,835.0,853.0,724494.0,2624291.0,Punjab National Bank,Home
Baroda Top Up Loan,11.774326403315971,8,60412.0,124977.0,701.0,888.0,1709046.0,4856509.0,HDFC Bank,Home
Kotak Mahindra Home Loan,10.689484583478842,22,55367.0,100129.0,814.0,870.0,863810.0,3060180.0,ICICI Bank,Home
ICICI Insta Home Loan,9.771770262557004,20,25813.0,159683.0,748.0,893.0,1542803.0,4713593.0,Axis Bank,Home
ICICI Insta Home Loan,10.058603731171761,12,79894.0,145331.0,800.0,851.0,2247805.0,2922728.0,ICICI Bank,Home
SBI FlexiPay Home Loan,9.09800031213895,8,71444.0,134626.0,847.0,865.0,1558222.0,3738813.0,Bank of Baroda,Home
PNB Pride Housing Loan,8.238654947505788,29,54269.0,148503.0,728.0,856.0,2132535.0,4965786.0,ICICI Bank,Home
Baroda Top Up Loan,8.779863393256308,27,81748.0,127549.0,844.0,868.0,1548018.0,4584053.0,Bank of Baroda,Home
Baroda Home Loan,10.789230552321845,16,61190.0,112342.0,773.0,892.0,2001499.0,2595847.0,Axis Bank,Home
HDFC Reach Home Loans,7.071967443148779,6,60318.0,136417.0,804.0,882.0,616700.0,2705160.0,Axis Bank,Home
Axis Asha Home Loan,7.580363202534581,8,57018.0,176514.0,849.0,858.0,525391.0,2812147.0,Axis Bank,Home
Kotak Mahindra Home Loan,7.230013210108764,9,59759.0,152249.0,705.0,886.0,1184182.0,3270907.0,Axis Bank,Home
Baroda Home Loan,7.203644011594851,7,36498.0,152664.0,761.0,866.0,1400491.0,3397724.0,ICICI Bank,Home
SBI Regular Home Loan,11.277302920055035,13,45989.0,108833.0,730.0,876.0,1848592.0,3757460.0,HDFC Bank,Home
ICICI Insta Home Loan,10.518289296900118,25,45568.0,160658.0,818.0,882.0,1505039.0,3018979.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,9.370869145436625,22,86577.0,199027.0,711.0,898.0,575048.0,4084603.0,HDFC Bank,Home
PNB Pride Housing Loan,7.489170803255007,15,50099.0,129473.0,711.0,861.0,660412.0,3128322.0,Kotak Mahindra Bank,Home
ICICI Home Loan,9.458079375584163,7,60639.0,100737.0,843.0,894.0,1105893.0,2774528.0,ICICI Bank,Home
Baroda Home Loan,9.367358853902829,29,43482.0,194965.0,724.0,860.0,876754.0,4206056.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,7.866009349550076,27,89212.0,146647.0,849.0,862.0,876703.0,4684447.0,Axis Bank,Home
Axis Bank Home Loan,9.169258246189866,6,75261.0,164054.0,790.0,880.0,2208438.0,4331905.0,HDFC Bank,Home
Baroda Top Up Loan,8.992523671986866,13,50048.0,101299.0,787.0,862.0,1542718.0,4904684.0,Axis Bank,Home
HDFC Reach Home Loans,10.079250490261082,18,23065.0,163281.0,775.0,887.0,2170636.0,4910412.0,State Bank of India,Home
Baroda Top Up Loan,10.175468254338218,8,22036.0,165875.0,717.0,875.0,2120884.0,3735401.0,HDFC Bank,Home
ICICI Insta Home Loan,7.226520048860222,13,55814.0,132920.0,744.0,880.0,1810231.0,3387517.0,Bank of Baroda,Home
Axis Bank Home Loan,8.873063073132355,17,79694.0,154836.0,810.0,871.0,1638119.0,2535673.0,Bank of Baroda,Home
PNB Pride Housing Loan,10.129299578571182,22,36924.0,142381.0,779.0,855.0,1307403.0,3163650.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,9.515681292900439,19,80204.0,184971.0,767.0,869.0,1738024.0,3608699.0,Punjab National Bank,Home
Axis Asha Home Loan,11.28244920594161,14,52844.0,198730.0,839.0,870.0,1554613.0,2744636.0,ICICI Bank,Home
ICICI Home Loan,10.293468158094726,20,41518.0,156298.0,717.0,859.0,1205667.0,4060517.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,7.8146721354071484,16,37059.0,124509.0,753.0,868.0,1394028.0,3622050.0,Axis Bank,Home
Axis Bank Home Loan,7.352843737002149,24,43052.0,142095.0,811.0,884.0,1444865.0,4135768.0,HDFC Bank,Home
ICICI Home Loan,10.212096391031578,9,89803.0,151524.0,796.0,875.0,1825186.0,3220065.0,Punjab National Bank,Home
Baroda Home Loan,7.132556552708109,6,91524.0,166909.0,726.0,856.0,2303236.0,4700950.0,State Bank of India,Home
SBI Regular Home Loan,9.928877906367315,14,28680.0,172618.0,777.0,886.0,1296059.0,3707277.0,State Bank of India,Home
HDFC Home Loan,11.701151207124788,5,87021.0,125532.0,787.0,857.0,914809.0,4970254.0,Axis Bank,Home
SBI FlexiPay Home Loan,9.877370889379396,11,40043.0,160285.0,753.0,854.0,1075985.0,4903482.0,ICICI Bank,Home
PNB Pride Housing Loan,8.94084963103261,21,22419.0,118866.0,786.0,893.0,1503124.0,4464530.0,Axis Bank,Home
PNB Housing Finance Home Loan,10.216441092211767,20,76892.0,107593.0,704.0,885.0,2096013.0,2720693.0,Axis Bank,Home
Kotak Delight Home Loans,9.291264452457582,28,37140.0,109495.0,822.0,877.0,1041025.0,4643689.0,HDFC Bank,Home
Axis Asha Home Loan,9.728083946579675,7,63484.0,107837.0,753.0,899.0,1616430.0,4890128.0,HDFC Bank,Home
PNB Pride Housing Loan,11.707324043882625,18,83869.0,176708.0,738.0,852.0,1529511.0,4620624.0,HDFC Bank,Home
PNB Pride Housing Loan,8.930513189003872,14,65210.0,118680.0,808.0,888.0,1462991.0,2679922.0,Bank of Baroda,Home
Axis Asha Home Loan,11.805952819119572,26,77600.0,155476.0,831.0,857.0,1049602.0,4712887.0,Punjab National Bank,Home
Baroda Top Up Loan,11.526753209780319,11,98497.0,130346.0,773.0,864.0,2370295.0,3634874.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,7.978955673946482,21,26487.0,123412.0,764.0,876.0,1447955.0,4082371.0,ICICI Bank,Home
Baroda Top Up Loan,7.346806504375827,10,80692.0,188399.0,736.0,898.0,1357395.0,3079984.0,ICICI Bank,Home
Kotak Delight Home Loans,7.503890006887133,27,82112.0,130804.0,766.0,885.0,1192731.0,2965463.0,Punjab National Bank,Home
PNB Pride Housing Loan,7.091109128257749,26,51110.0,165206.0,810.0,865.0,1704278.0,3040267.0,State Bank of India,Home
PNB Pride Housing Loan,7.472214803779642,8,36360.0,110934.0,824.0,875.0,1730884.0,4394089.0,State Bank of India,Home
ICICI Home Loan,10.415033867081785,21,69410.0,130723.0,786.0,894.0,2368675.0,4506910.0,Kotak Mahindra Bank,Home
SBI FlexiPay Home Loan,7.355943242301145,13,93167.0,120405.0,746.0,893.0,592214.0,3046034.0,Axis Bank,Home
Axis Bank Home Loan,8.594878151468807,8,23017.0,118748.0,847.0,853.0,1573675.0,4936273.0,HDFC Bank,Home
SBI FlexiPay Home Loan,11.224376554847272,11,80124.0,170766.0,712.0,861.0,597170.0,3553146.0,Punjab National Bank,Home
Baroda Home Loan,7.116359678679129,27,70949.0,146413.0,743.0,866.0,1499886.0,3567043.0,HDFC Bank,Home
PNB Pride Housing Loan,11.072342412944678,6,78268.0,122354.0,824.0,890.0,1807320.0,4331269.0,HDFC Bank,Home
Baroda Top Up Loan,8.409273873866999,21,86320.0,174490.0,818.0,893.0,1763069.0,3462142.0,HDFC Bank,Home
PNB Housing Finance Home Loan,7.590824138108282,28,51127.0,188675.0,830.0,875.0,2332684.0,2701441.0,HDFC Bank,Home
ICICI Home Loan,10.483685826820754,12,23196.0,117388.0,825.0,880.0,1364036.0,4833329.0,ICICI Bank,Home
Baroda Home Loan,10.14471423389942,27,95088.0,136523.0,837.0,864.0,844779.0,4270111.0,ICICI Bank,Home
Axis Asha Home Loan,11.387360067635264,19,61300.0,157693.0,748.0,883.0,1717746.0,2689990.0,HDFC Bank,Home
Kotak Delight Home Loans,10.67535521901943,19,69714.0,135732.0,823.0,878.0,2231809.0,3592764.0,Punjab National Bank,Home
Baroda Top Up Loan,11.017404651924242,12,51921.0,141646.0,777.0,858.0,1178918.0,3039499.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,8.410172862856532,20,24746.0,121021.0,829.0,863.0,691195.0,3824216.0,HDFC Bank,Home
SBI FlexiPay Home Loan,7.887197718898614,23,88535.0,193238.0,802.0,885.0,2103382.0,3212608.0,HDFC Bank,Home
HDFC Home Loan,10.753073758204291,15,85350.0,152776.0,804.0,853.0,552763.0,4048247.0,ICICI Bank,Home
SBI FlexiPay Home Loan,11.034173696336321,6,70345.0,119116.0,819.0,887.0,2278652.0,3982937.0,Punjab National Bank,Home
Kotak Delight Home Loans,11.952525710003368,27,69220.0,172009.0,730.0,886.0,1607748.0,4678633.0,State Bank of India,Home
Kotak Mahindra Home Loan,9.063088384557133,28,42063.0,188271.0,767.0,873.0,1237491.0,2976454.0,Bank of Baroda,Home
Baroda Home Loan,8.860090428963916,21,91736.0,199997.0,736.0,866.0,982492.0,4239963.0,ICICI Bank,Home
ICICI Insta Home Loan,10.882064803709984,20,98946.0,176620.0,723.0,862.0,1772906.0,3961195.0,HDFC Bank,Home
ICICI Insta Home Loan,8.704017701265089,29,65971.0,144771.0,743.0,869.0,1532945.0,4585547.0,Punjab National Bank,Home
ICICI Insta Home Loan,11.653786628017823,19,23598.0,128756.0,782.0,866.0,2317713.0,4558425.0,Bank of Baroda,Home
Kotak Delight Home Loans,11.29206375921506,17,30564.0,182604.0,740.0,876.0,1421254.0,3311582.0,ICICI Bank,Home
SBI Regular Home Loan,9.144970136875092,19,69725.0,194452.0,741.0,882.0,1167241.0,3336908.0,State Bank of India,Home
HDFC Reach Home Loans,10.754355338957486,8,79940.0,102919.0,807.0,870.0,2485686.0,4835932.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,10.772714370423412,20,82085.0,123550.0,739.0,866.0,778963.0,4046033.0,Axis Bank,Home
Baroda Home Loan,7.5156193441796635,16,37862.0,136524.0,747.0,871.0,2164877.0,3844922.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,11.512764533397833,8,30265.0,154606.0,812.0,874.0,659827.0,4096802.0,Axis Bank,Home
ICICI Insta Home Loan,9.526261862239286,7,29705.0,168819.0,783.0,852.0,1574387.0,3258617.0,HDFC Bank,Home
